"","X.1","X","sex","age","desexed","purebred","gaze_follow","training_score","aggression_score","fear_score","separation_score","excitability_score","attachment_score","miscellaneous_score","ostensive","ostensive_binary","nonostensive","nonostensive_binary","os_best"
"13",13,13,2,2.33496897774292,1,2,4,-0.545893255567704,-0.337789784849001,1.76591707741696,-0.797303570307237,-0.518948976894391,-1.53551389604908,1.46166334716423,0.25,0,0.5,0,1
"14",14,14,2,0.258775230733017,2,1,4,1.14895058203432,1.88538688324897,-0.626903545878307,0.656696468765421,1.7664986606323,1.24523033866335,-0.689296649850902,0.875,1,0.875,1,0
"15",15,15,2,1.51108257019931,1,2,4,-0.88486202308811,-0.214279969954668,0.569506765769327,-0.554970230461794,-0.0110717241106864,-1.28271896562067,-1.33458464895544,0.625,1,0.5,0,0
"16",16,16,1,-1.02648756503502,1,1,4,-0.545893255567704,0.339044000771936,0.2723591066673,2.30456317971443,0.750744155064878,0.992435408234959,2.62932734554387,0.5,0,0.444444444444444,0,0
"17",17,17,2,0.0610424929225493,1,1,4,0.471013046993512,-1.04944157543062,0.536273146001337,-0.797303570307237,-0.0110717241106864,0.73964047780655,-0.581748650000146,0.5,0,0.75,1,1
"18",18,18,2,-0.532155720508852,1,1,3,-0.206924488047299,-0.607681602581058,-0.431411664890131,0.172029789074535,1.51256003424044,-1.28271896562067,0.0635393491043917,0.6,1,0.5,0,0
"19",19,19,2,-1.05944302133676,1,1,4,0.471013046993512,-0.923118907609092,-0.361034587734389,1.62602982814719,1.25862140784858,1.49802526909176,1.7843073467165,0.5,0,0.5,0,0
"20",20,20,1,-0.96057665243153,1,1,3,-1.22383079060852,-1.20235848910932,0.413113260978787,-0.797303570307237,-0.518948976894391,-1.53551389604908,-1.02807284938079,0.75,1,0.75,1,0
"21",21,21,2,2.40087989034641,1,2,4,0.809981814513917,-0.607681602581058,1.50004811927305,-0.0703035507709081,0.750744155064878,0.486845547378142,-1.4421326488062,0.521274190562416,0,0.504054415609776,0,0
"22",22,22,1,2.13723623993245,1,1,4,0.809981814513917,-0.214279969954668,-0.149903356267159,-0.312636890616351,3.38314211834307e-15,2.69432402179323e-15,9.6715835206221e-16,0.75,1,0.625,1,0
"23",23,23,1,0.851973444164418,1,1,3,1.10052647238856,-0.590690834394537,-0.994428282136077,-0.797303570307237,-0.315798075780912,-0.0187443134786599,0.166950887422428,0.5,0,0.625,1,1
"24",24,24,1,1.11561709457837,1,1,3,-0.0616521591099781,-0.0854001631084088,-0.211483298778434,-0.797303570307237,-0.315798075780912,0.234050616949749,-0.056418035344528,0.5,0,0.375,0,0
